11/19/2023 Loyola MD               79 UMBC                    94    
11/19/2023 Brown                   70 USC                     81    
11/19/2023 St. John's              91 Utah                    82 N   Charleston, SC
11/19/2023 Marshall                60 Utah St.                83 N   George Town, Cayman Islands
11/19/2023 Wofford                 76 Virginia Tech           98    
11/19/2023 LSU                     86 Wake Forest             80 1N  Charleston, SC
11/19/2023 San Diego St.          100 Washington              97 1N  Las Vegas, NV
11/19/2023 Colgate                 57 Weber St.               55 N   Moncton, NB
11/19/2023 Saint Louis             69 Wichita St.             88 N   Conway, SC
11/19/2023 Lindenwood              71 William & Mary          60 N   Colorado Springs, CO
11/19/2023 Elon                    70 Winthrop                78    
11/19/2023 Saint Mary's            49 Xavier                  66 N   Las Vegas, NV
11/19/2023 Lake Erie               57 Youngstown St.          79    
11/20/2023 Utah St.                65 Akron                   62 N   George Town, Cayman Islands
11/20/2023 Tarleton St.            66 Austin Peay             59 N   San Juan Capistrano, CA
11/20/2023 Morehead St.            64 Bellarmine              51    
11/20/2023 Charleston Southern     73 Bethune Cookman         79    
11/20/2023 Howard                  61 Bryant                  67    
11/20/2023 Southern Indiana        56 Bucknell                67    
11/20/2023 Hofstra                102 Buffalo                 68 N   Estero, FL
11/20/2023 Southern Miss           67 Cal St. Fullerton       74 N   St. Augustine, FL
11/20/2023 UTEP                    75 California              72 N   San Juan Capistrano, CA
11/20/2023 North Carolina Central  78 Campbell                75 1  
11/20/2023 D'Youville              69 Canisius               109    
11/20/2023 Siena                   56 Central Michigan        70 N   Daytona Beach, FL
11/20/2023 Kansas                  83 Chaminade               56 n   Honolulu, HI
11/20/2023 Utah Valley             61 Cornell                 74 N   St. Augustine, FL
11/20/2023 Georgia Southern        64 East Carolina           82    
11/20/2023 Marshall                80 FIU                     69 N   George Town, Cayman Islands
11/20/2023 Oregon                  67 Florida A&M             54    
11/20/2023 Norfolk St.             69 Florida Gulf Coast      66 N   St. Thomas, VI
11/20/2023 Purdue                  73 Gonzaga                 63 N   Honolulu, HI
11/20/2023 San Jose St.            71 Hampton                 52 N   St. Thomas, VI
11/20/2023 Iona                    68 High Point              82 N   Estero, FL
11/20/2023 UTSA                    89 Houston Christian       87    
11/20/2023 The Citadel             62 Idaho St.               61 N   Buies Creek, NC
11/20/2023 Long Beach St.          52 Illinois St.            61 N   Estero, FL
11/20/2023 Fordham                 72 Kent St.                79 N   St. Thomas, VI
11/20/2023 Saint Joseph's          88 Kentucky                96 1  
11/20/2023 Ecclesia                74 Louisiana Monroe       103    
11/20/2023 Indiana                 74 Louisville              66 N   New York, NY
11/20/2023 Oakland                 74 Loyola Marymount        69 N   George Town, Cayman Islands
11/20/2023 UCLA                    69 Marquette               71 N   Honolulu, HI
11/20/2023 Stetson                 85 Milwaukee               67 N   Daytona Beach, FL
11/20/2023 Abilene Christian       69 Missouri St.            87 N   St. Thomas, VI
11/20/2023 Green Bay               54 Montana St.             53 1  
11/20/2023 UNC Wilmington          83 Murray St.              81 1N  Fort Myers, FL
11/20/2023 Delaware St.            72 NJIT                    81    
11/20/2023 Wisconsin Stout         72 North Dakota St.       101    
11/20/2023 Kennesaw St.            79 Northeastern            77 N   Greenville, NC
11/20/2023 New Orleans             68 Oklahoma St.            96    
11/20/2023 North Dakota            73 Pacific                 71    
11/20/2023 Colorado                64 Richmond                59 N   Daytona Beach, FL
11/20/2023 Cal St. Bakersfield     75 Sacramento St.          71 N   San Juan Capistrano, CA
11/20/2023 Pittsburgh Greensburg   63 Saint Francis           77    
11/20/2023 UMass Lowell            69 Saint Peter's           61    
11/20/2023 Navy                    59 San Diego               67    
11/20/2023 Mississippi Valley St.  39 Santa Clara             81    
11/20/2023 West Virginia           58 SMU                     70 N   Fort Myers, FL
11/20/2023 George Mason            73 South Dakota St.        71 N   St. Augustine, FL
11/20/2023 Central Arkansas        68 Southeast Missouri St.  70    
11/20/2023 Drake                   68 Stephen F. Austin       92 N   George Town, Cayman Islands
11/20/2023 Rider                   48 Stony Brook             55    
11/20/2023 Tennessee               73 Syracuse                56 N   Honolulu, HI
11/20/2023 Midway                  70 Tennessee St.           87    
11/20/2023 Connecticut             81 Texas                   71 N   New York, NY
11/20/2023 Stonehill               86 Texas A&M Commerce      97    
11/20/2023 Sam Houston St.         88 Troy                    86 1  
11/20/2023 Bradley                 80 Tulane                  77 N   San Juan Capistrano, CA
11/20/2023 South Carolina St.      70 Tulsa                   90    
11/20/2023 Charlotte               71 UCF                     74 1N  St. Augustine, FL
11/20/2023 Florida St.             83 UNLV                    75 N   Daytona Beach, FL
11/20/2023 North American          73 UT Rio Grande Valley    92    
11/20/2023 Wisconsin               65 Virginia                41 N   Fort Myers, FL
11/20/2023 Louisiana               85 Wright St.              91 N   Estero, FL
11/21/2023 Drake                   79 Akron                   59 N   George Town, Cayman Islands
11/21/2023 Army                    59 Albany                  62 N   Glens Falls, NY
11/21/2023 UNC Wilmington          56 Appalachian St.         86 N   Fort Myers, FL
11/21/2023 Alabama A&M             54 Auburn                  84    
11/21/2023 USC Upstate             58 Ball St.                75    
11/21/2023 Midway                  56 Bellarmine              77    
11/21/2023 Louisiana               68 Buffalo                 60 N   Estero, FL
11/21/2023 Le Moyne                80 Cal St. Northridge      70    
11/21/2023 Idaho St.               69 Campbell                55    
11/21/2023 UCLA                    76 Chaminade               48 n   Honolulu, HI
11/21/2023 Florida St.             77 Colorado                71 1N  Daytona Beach, FL
11/21/2023 LIU                     67 Columbia                77    
11/21/2023 Boston University       45 Davidson                69    
11/21/2023 Eastern Michigan        76 Detroit Mercy           72    
11/21/2023 La Salle                66 Duke                    95    
11/21/2023 Kennesaw St.            84 East Carolina           85    
11/21/2023 Prairie View A&M        76 Eastern Kentucky        64    
11/21/2023 Loyola Marymount        61 FIU                     60 N   George Town, Cayman Islands
11/21/2023 Syracuse                57 Gonzaga                 76 N   Honolulu, HI
11/21/2023 UC Riverside            74 Green Bay               68 N   Bozeman, MT
11/21/2023 Northern Arizona        61 Hawaii                  70    
11/21/2023 Wright St.              76 Hofstra                 85 N   Estero, FL
11/21/2023 High Point              74 Illinois St.            72 N   Estero, FL
11/21/2023 Rice                    88 Indiana St.            103 N   Henderson, NV
11/21/2023 Iona                    76 Long Beach St.          80 N   Estero, FL
11/21/2023 Southern Utah           53 Louisiana Tech          67    
11/21/2023 Kansas                  59 Marquette               73 N   Honolulu, HI
11/21/2023 Oakland                 78 Marshall                71 N   George Town, Cayman Islands
11/21/2023 UMBC                    68 Maryland                92    
11/21/2023 Texas St.               48 McNeese St.             59 N   Ruston, LA
11/21/2023 UAB                     58 Middle Tennessee        57    
11/21/2023 Siena                   59 Milwaukee               61 N   Daytona Beach, FL
11/21/2023 Arkansas Pine Bluff     67 Minnesota               86    
11/21/2023 Lehigh                  79 Monmouth                88    
11/21/2023 Marist                  71 New Hampshire           74    
11/21/2023 Toledo                  84 New Mexico              92 N   Henderson, NV
11/21/2023 Fresno St.              81 New Mexico St.          76 1N  Riviera Maya, Mexico
11/21/2023 Blue Mountain           56 Nicholls St.            86    
11/21/2023 Georgia Southern        76 Northeastern            93 N   Greenville, NC
11/21/2023 Chicago St.             77 Northern Colorado       78 1N  Riviera Maya, Mexico
11/21/2023 Texas Southern          63 Oral Roberts            65    
11/21/2023 Tennessee               67 Purdue                  71 N   Honolulu, HI
11/21/2023 Morgan St.              72 Radford                 82 N   Riviera Maya, Mexico
11/21/2023 UNLV                    65 Richmond                82 N   Daytona Beach, FL
11/21/2023 Binghamton              75 Sacred Heart            89    
11/21/2023 Lynn                    62 South Alabama           74    
11/21/2023 James Madison           82 Southern Illinois       76 N   Riviera Maya, Mexico
11/21/2023 Central Michigan        61 Stetson                 71 N   Daytona Beach, FL
11/21/2023 Alcorn St.              74 TCU                     93    
11/21/2023 North Carolina Central  61 The Citadel             67 N   Buies Creek, NC
11/21/2023 Pepperdine              60 UC Irvine               76 N   Henderson, NV
11/21/2023 Stephen F. Austin       49 Utah St.                79 N   George Town, Cayman Islands
11/21/2023 Western Illinois        66 Valparaiso              73    
11/22/2023 VMI                     54 Air Force               64    
11/22/2023 Mount St. Mary's        65 American                68    
11/22/2023 Sacramento St.          71 Austin Peay             74 N   San Juan Capistrano, CA
11/22/2023 Iona                    89 Buffalo                 64 N   Estero, FL
11/22/2023 Tulane                  84 California              81 N   San Juan Capistrano, CA
11/22/2023 The Citadel             58 Campbell                65    
11/22/2023 Syracuse               105 Chaminade               56 n   Honolulu, HI
11/22/2023 Morgan St.              83 Chicago St.             84 N   Riviera Maya, Mexico
11/22/2023 Georgia Tech            54 Cincinnati              89    
11/22/2023 East Tennessee St.      70 Cleveland St.           72    
11/22/2023 Harvard                 76 Colgate                 70    
11/22/2023 Boston College          74 Colorado St.            86 N   Kansas City, MO
11/22/2023 Colorado Christian      68 Denver                 100    
11/22/2023 Walla Walla             46 Eastern Washington      97    
11/22/2023 James Madison           95 Fresno St.              64 N   Riviera Maya, Mexico
11/22/2023 High Point              92 Hofstra                 97 1N  Estero, FL
11/22/2023 Jacksonville St.        66 Incarnate Word          67    
11/22/2023 Tennessee               60 Kansas                  69 N   Honolulu, HI
11/22/2023 Central Arkansas        56 Kansas St.             100    
11/22/2023 Georgia St.             93 Little Rock             90 1  
11/22/2023 Long Beach St.          82 Louisiana               92 N   Estero, FL
11/22/2023 McNeese St.             62 Louisiana Tech          71    
11/22/2023 Creighton               88 Loyola Chicago          65 N   Kansas City, MO
11/22/2023 Purdue                  78 Marquette               75 N   Honolulu, HI
11/22/2023 Central Connecticut     60 Massachusetts           89    
11/22/2023 Michigan                67 Memphis                 71 N   Nassau, Bahamas
11/22/2023 North Carolina A&T      73 Merrimack               96 N   Birmingham, AL
11/22/2023 South Carolina St.      59 Missouri                82    
11/22/2023 UC Riverside            68 Montana St.             69    
11/22/2023 Midway                  53 Morehead St.            94    
11/22/2023 Appalachian St.         67 Murray St.              57 N   Fort Myers, FL
11/22/2023 Duquesne                79 Nebraska                89    
11/22/2023 Mid America Christian   59 Nebraska Omaha          76    
11/22/2023 Southern Illinois       81 New Mexico St.          54 N   Riviera Maya, Mexico
11/22/2023 Radford                 79 Northern Colorado       68 N   Riviera Maya, Mexico
11/22/2023 North Carolina          91 Northern Iowa           69 N   Nassau, Bahamas
11/22/2023 Texas A&M Corpus Chris  73 Northern Kentucky       88    
11/22/2023 Maryland Eastern Shore  55 Notre Dame              75    
11/22/2023 Princeton               76 Old Dominion            56    
11/22/2023 Baylor                  88 Oregon St.              72 N   Brooklyn, NY
11/22/2023 Indiana St.             90 Pepperdine              82 N   Henderson, NV
11/22/2023 Florida                 86 Pittsburgh              71 N   Brooklyn, NY
11/22/2023 Tennessee Tech          79 Presbyterian            75 1  
11/22/2023 Fairleigh Dickinson     84 Queens                  97    
11/22/2023 Johnson & Wales RI      59 Rhode Island            97    
11/22/2023 New Mexico              90 Rice                    56 N   Henderson, NV
11/22/2023 Franciscan              54 Saint Francis          107    
11/22/2023 Grambling St.           68 Sam Houston St.         86 N   Troy, AL
11/22/2023 Alabama St.             67 Samford                 99    
11/22/2023 Purdue Fort Wayne       60 San Francisco           76    
11/22/2023 Idaho                   55 Seattle                 92    
11/22/2023 Wisconsin               69 SMU                     61 N   Fort Myers, FL
11/22/2023 Northland               48 South Dakota           100    
11/22/2023 Maine                   70 South Florida           59    
11/22/2023 South Dakota St.        65 Southern Miss           54    
11/22/2023 Bucknell                61 St. Bonaventure         67    
11/22/2023 Arkansas                77 Stanford                74 2N  Nassau, Bahamas
11/22/2023 Cal St. Bakersfield     40 Tarleton St.            59 N   San Juan Capistrano, CA
11/22/2023 Mississippi             77 Temple                  76    
11/22/2023 North Alabama          103 Tennessee Martin       105 2  
11/22/2023 Southern Utah           74 Texas St.               67 N   Ruston, LA
11/22/2023 Villanova               85 Texas Tech              69 N   Nassau, Bahamas
11/22/2023 UC Irvine               77 Toledo                  71 N   Henderson, NV
11/22/2023 Westmont                79 UC Santa Barbara        91    
11/22/2023 Gonzaga                 69 UCLA                    65 N   Honolulu, HI
11/22/2023 Alcorn St.              69 UT Arlington            82    
11/22/2023 Bradley                 63 UTEP                    59 N   San Juan Capistrano, CA
11/22/2023 Northern Vermont        57 Vermont                106    
11/22/2023 Virginia                56 West Virginia           54 N   Fort Myers, FL
11/22/2023 Illinois St.            49 Wright St.              74 N   Estero, FL
11/23/2023 Michigan St.            68 Arizona                 74 N   Palm Springs, CA
11/23/2023 BYU                     77 Arizona St.             49 N   Las Vegas, NV
11/23/2023 Memphis                 84 Arkansas                79 N   Nassau, Bahamas
11/23/2023 Florida Atlantic        91 Butler                  86 N   Kissimmee, FL
11/23/2023 Colorado St.            69 Creighton               48 N   Kansas City, MO
11/23/2023 Oklahoma                79 Iowa                    67 N   San Diego, CA
11/23/2023 Boston College          68 Loyola Chicago          71 N   Kansas City, MO
11/23/2023 Michigan                83 Stanford                78 N   Nassau, Bahamas
11/23/2023 Penn St.                77 Texas A&M               89 N   Kissimmee, FL
11/23/2023 Northern Iowa           70 Texas Tech              72 N   Nassau, Bahamas
11/23/2023 Seton Hall              63 USC                     71 N   San Diego, CA
11/23/2023 N.C. State              84 Vanderbilt              78 N   Las Vegas, NV
11/23/2023 Iowa St.                68 VCU                     64 N   Kissimmee, FL
11/23/2023 North Carolina          81 Villanova               83 1N  Nassau, Bahamas
11/23/2023 Boise St.               75 Virginia Tech           82 N   Kissimmee, FL
11/24/2023 Vanderbilt              67 Arizona St.             82 N   Las Vegas, NV
11/24/2023 North Carolina          87 Arkansas                72 N   Nassau, Bahamas
11/24/2023 Arkansas Pine Bluff     74 Ball St.                92    
11/24/2023 Monmouth                93 Belmont                 84 N   Philadelphia, PA
11/24/2023 VCU                     61 Boise St.               65 N   Kissimmee, FL
11/24/2023 Western Kentucky        72 Bowling Green           65 N   Laval, QC
11/24/2023 Penn St.                78 Butler                  88 N   Kissimmee, FL
11/24/2023 N.C. State              86 BYU                     95 N   Las Vegas, NV
11/24/2023 Mississippi Valley St.  48 Cal St. Northridge      84    
11/24/2023 Evansville              85 Chattanooga             77 1  
11/24/2023 Alcorn St.              69 Clemson                 90    
11/24/2023 Manhattan               60 Connecticut             90    
11/24/2023 Youngstown St.          69 Dayton                  77    
11/24/2023 Brown                   59 Delaware                67 N   Nassau, Bahamas
11/24/2023 Southern Indiana        62 Duke                    80    
11/24/2023 Alabama A&M             71 East Tennessee St.      82 N   Cleveland, OH
11/24/2023 New Hampshire           83 Fairfield               80    
11/24/2023 Baylor                  95 Florida                 91 N   Brooklyn, NY
11/24/2023 Texas A&M               89 Florida Atlantic        96 N   Kissimmee, FL
11/24/2023 Ohio                    94 George Washington       99 2N  Nassau, Bahamas
11/24/2023 Winthrop                69 Georgia                 78    
11/24/2023 UT Rio Grande Valley    57 Hawaii                  76 N   Palm Springs, CA
11/24/2023 Montana                 44 Houston                 79    
11/24/2023 UC San Diego            70 Idaho                   73 1N  Seattle, WA
11/24/2023 Western Illinois        52 Illinois                84    
11/24/2023 Middle Tennessee        40 Illinois Chicago        70 N   Nassau, Bahamas
11/24/2023 Toledo                  74 Indiana St.             76 N   Henderson, NV
11/24/2023 Marshall                82 Kentucky               118    
11/24/2023 Bethune Cookman         65 Lamar                   83 N   Farmville, VA
11/24/2023 UNC Asheville           75 Lipscomb                86 N   Laval, QC
11/24/2023 Texas A&M Corpus Chris  68 LIU                     83 N   Highland Heights, KY
11/24/2023 Delaware St.            82 Longwood                84 2  
11/24/2023 North Florida           63 LSU                     75    
11/24/2023 Villanova               79 Memphis                 63 N   Nassau, Bahamas
11/24/2023 Texas Tech              73 Michigan                57 N   Nassau, Bahamas
11/24/2023 Nicholls St.            61 Mississippi St.         74    
11/24/2023 Pepperdine              71 New Mexico              90 N   Henderson, NV
11/24/2023 Alabama St.             88 North Carolina A&T      73 N   Birmingham, AL
11/24/2023 Alabama                 81 Ohio St.                92 N   Niceville, FL
11/24/2023 Houston Christian       65 Oklahoma St.            92    
11/24/2023 Le Moyne                71 Pacific                 73    
11/24/2023 Lafayette               72 Penn                    74    
11/24/2023 Oregon St.              51 Pittsburgh              76 N   Brooklyn, NY
11/24/2023 Lehigh                  64 Providence              78    
11/24/2023 Jacksonville            74 Robert Morris           65    
11/24/2023 Davidson                55 Saint Mary's            89    
11/24/2023 Merrimack               71 Samford                 79    
11/24/2023 Arkansas St.            57 San Diego               71 N   Palm Springs, CA
11/24/2023 Oregon                  82 Santa Clara             88 N   Niceville, FL
11/24/2023 Iowa                    85 Seton Hall              72 N   San Diego, CA
11/24/2023 Northern Iowa           73 Stanford                51 N   Nassau, Bahamas
11/24/2023 Mercer                  60 Tennessee St.           59 N   Niceville, FL
11/24/2023 Grambling St.           67 Troy                    80    
11/24/2023 Rice                    68 UC Irvine               83 N   Henderson, NV
11/24/2023 UNC Greensboro          76 UMKC                    64 N   Nassau, Bahamas
11/24/2023 Oklahoma                72 USC                     70 N   San Diego, CA
11/24/2023 Western Colorado        52 Utah Valley             87    
11/24/2023 Jacksonville St.        77 UTSA                    62    
11/24/2023 Iowa St.                62 Virginia Tech           71 N   Kissimmee, FL
11/24/2023 Charleston Southern     56 Wake Forest             71    
11/24/2023 Utah Tech               53 Washington St.          93    
11/24/2023 Southeastern Louisiana  67 Western Michigan        68 N   Niceville, FL
11/24/2023 Canisius                76 Wofford                 67 N   Laval, QC
11/24/2023 Bryant                  75 Xavier                 100    
11/25/2023 UT Rio Grande Valley    58 Arkansas St.            75 N   Palm Springs, CA
11/25/2023 Delaware St.            72 Bethune Cookman         64 N   Farmville, VA
11/25/2023 Army                    68 Binghamton              75    
11/25/2023 Lipscomb                61 Bowling Green           82 N   Laval, QC
11/25/2023 Vermont                 70 Bradley                 79    
11/25/2023 UMKC                    83 Brown                   93 1N  Nassau, Bahamas
11/25/2023 Vanguard                59 Cal Baptist             69    
11/25/2023 Eastern Michigan        74 Central Arkansas        71    
11/25/2023 Georgia St.             57 Charlotte               65    
11/25/2023 Tennessee Martin        94 Chicago St.             71    
11/25/2023 Alabama A&M             59 Cleveland St.           86    
11/25/2023 Maine                   56 Columbia                75    
11/25/2023 UNC Greensboro          88 Delaware                77 N   Nassau, Bahamas
11/25/2023 Northern Illinois       89 DePaul                  79    
11/25/2023 Texas Southern          71 Drake                   77    
11/25/2023 Eureka                  39 Eastern Illinois        85    
11/25/2023 Jacksonville            91 Fairleigh Dickinson     90 N   Pittsburgh, PA
11/25/2023 UNC Wilmington          71 Florida Gulf Coast      55    
11/25/2023 Limestone               51 Gardner Webb            92    
11/25/2023 East Carolina           59 George Mason            81    
11/25/2023 Illinois Chicago        89 George Washington       79 N   Nassau, Bahamas
11/25/2023 Jackson St.             81 Georgetown              88    
11/25/2023 North Dakota St.        71 Grand Canyon            86    
11/25/2023 St. Thomas              51 Green Bay               64    
11/25/2023 Cleary                  70 IUPUI                   78 1  
11/25/2023 Maryland Eastern Shore  62 Liberty                 99    
11/25/2023 Tulsa                   82 Little Rock             84 1  
11/25/2023 Lamar                   72 Longwood                83    
11/25/2023 Dillard                 65 Louisiana Tech         105    
11/25/2023 UTEP                    47 Loyola Marymount        67    
11/25/2023 Bucknell                49 Marist                  73    
11/25/2023 South Alabama           55 Maryland                68    
11/25/2023 Alabama St.             66 Merrimack               60 1N  Birmingham, AL
11/25/2023 Southern Miss           90 Milwaukee               84    
11/25/2023 Loyola MD               70 Missouri                78    
11/25/2023 South Carolina St.      74 Missouri St.            92    
11/25/2023 Lafayette               53 Monmouth                63 N   Philadelphia, PA
11/25/2023 Howard                  87 Mount St. Mary's        83 2  
11/25/2023 New Orleans             69 North Dakota            71 1N  Conway, AR
11/25/2023 LIU                     64 Northern Kentucky       72    
11/25/2023 Middle Tennessee        68 Ohio                    80 N   Nassau, Bahamas
11/25/2023 Alabama                 99 Oregon                  91 N   Niceville, FL
11/25/2023 Belmont                 84 Penn                    79 1  
11/25/2023 Willamette              84 Portland               107    
11/25/2023 Northeastern            66 Princeton               80    
11/25/2023 Wittenberg              64 Purdue Fort Wayne       95    
11/25/2023 Queens                  61 Richmond                90    
11/25/2023 Niagara                 69 Saint Francis           61    
11/25/2023 Dartmouth               65 Saint Louis             66    
11/25/2023 Paul Quinn              61 Sam Houston St.         78    
11/25/2023 North Carolina A&T      83 Samford                101    
11/25/2023 Hawaii                  77 San Diego               66 N   Palm Springs, CA
11/25/2023 California              67 San Diego St.           76 1N  San Juan Capistrano, CA
11/25/2023 Ohio St.                86 Santa Clara             56 N   Niceville, FL
11/25/2023 Detroit Mercy           67 SIU Edwardsville        81    
11/25/2023 Evansville              93 Southeast Missouri St.  74 N   Chattanooga, TN
11/25/2023 Tennessee St.           91 Southeastern Louisiana  77 N   Niceville, FL
11/25/2023 Miami OH                60 St. Bonaventure         90    
11/25/2023 Holy Cross              45 St. John's              91    
11/25/2023 Furman                  86 UAB                     92    
11/25/2023 Wofford                 82 UNC Asheville           85 1N  Laval, QC
11/25/2023 Voorhees                44 USC Upstate             79    
11/25/2023 Texas St.               73 UT Arlington            66    
11/25/2023 Incarnate Word          80 UTSA                    90    
11/25/2023 Southern                59 Valparaiso              71    
11/25/2023 Clarks Summit           63 VMI                    100    
11/25/2023 NJIT                    51 Wagner                  64    
11/25/2023 Canisius                85 Western Kentucky        77 N   Laval, QC
11/25/2023 Mercer                  66 Western Michigan        72 N   Niceville, FL
11/25/2023 Norfolk St.             67 Wichita St.             80    
11/25/2023 UMBC                    81 William & Mary          96    
11/26/2023 Hood                    74 American               103    
11/26/2023 Austin Peay             58 Appalachian St.         78    
11/26/2023 Butler                  70 Boise St.               56 N   Kissimmee, FL
11/26/2023 Northern Vermont   Joh  49 Boston University       90    
11/26/2023 Canisius                73 Bowling Green           77 N   Laval, QC
11/26/2023 New Orleans             79 Central Arkansas        74    
11/26/2023 Southeast Missouri St.  56 Chattanooga             72    
11/26/2023 North Carolina Central  70 Coastal Carolina        58    
11/26/2023 Iona                    68 Colorado                85    
11/26/2023 North Dakota            72 Eastern Michigan        70 N   Conway, AR
11/26/2023 Kennesaw St.            84 FIU                     91    
11/26/2023 Delaware                71 George Washington       81 N   Nassau, Bahamas
11/26/2023 Mount Olive             73 High Point             122    
11/26/2023 UNC Greensboro          58 Illinois Chicago        57 N   Nassau, Bahamas
11/26/2023 Harvard                 76 Indiana                 89 n   Indianapolis, IN
11/26/2023 Texas A&M               73 Iowa St.                69 N   Kissimmee, FL
11/26/2023 Incarnate Word          65 Jacksonville St.        67 N   San Antonio, TX
11/26/2023 Charleston              84 Kent St.                78    
11/26/2023 Coppin St.              62 La Salle                81    
11/26/2023 Belmont                 79 Lafayette               69 N   Philadelphia, PA
11/26/2023 Delaware St.            81 Lamar                   84 1N  Farmville, VA
11/26/2023 Bethune Cookman         48 Longwood                69    
11/26/2023 New Mexico St.          84 Louisville              90 1  
11/26/2023 UMKC                    59 Middle Tennessee        63 N   Nassau, Bahamas
11/26/2023 Long Beach St.          75 Montana St.             69    
11/26/2023 Cal St. Fullerton       72 Nebraska                85    
11/26/2023 Angelo St.              50 North Texas             79    
11/26/2023 Brown                   77 Ohio                    82 N   Nassau, Bahamas
11/26/2023 Drexel                  61 Old Dominion            68 1  
11/26/2023 Mississippi Valley St.  65 Pacific                 68 1  
11/26/2023 Monmouth                61 Penn                    76    
11/26/2023 Stonehill               69 Quinnipiac              80    
11/26/2023 Notre Dame MD           53 Radford                100    
11/26/2023 Yale                    72 Rhode Island            76    
11/26/2023 Fairleigh Dickinson     86 Robert Morris           97    
11/26/2023 Sacred Heart            55 Saint Joseph's          64    
11/26/2023 Minnesota               58 San Francisco           76 n   San Francisco, CA
11/26/2023 UC San Diego            67 Seattle                 79    
11/26/2023 Albany                  86 Siena                   51    
11/26/2023 Louisiana Monroe        57 SMU                     70    
11/26/2023 Air Force               58 South Dakota            57    
11/26/2023 Wyoming                 63 Texas                   86    
11/26/2023 Denver                  71 Texas A&M Commerce      61    
11/26/2023 Morgan St.              58 Towson                  67    
11/26/2023 Sacramento St.          69 UC Davis                63    
11/26/2023 Bethesda                63 UC Riverside           109    
11/26/2023 Stetson                 85 UCF                     82    
11/26/2023 Western Kentucky        67 UNC Asheville           77 N   Laval, QC
11/26/2023 Penn St.                74 VCU                     86 N   Kissimmee, FL
11/26/2023 Florida Atlantic        84 Virginia Tech           50 N   Kissimmee, FL
11/26/2023 Bellarmine              58 West Virginia           62    
11/26/2023 North Alabama           63 Western Carolina        81    
11/26/2023 Lipscomb                85 Wofford                 78 N   Laval, QC
11/27/2023 Arkansas Baptist        60 Arkansas Pine Bluff     85    
11/27/2023 Springfield             74 Bryant                 108    
11/27/2023 New Hampshire           64 Connecticut             84    
11/27/2023 Troy                    76 Eastern Kentucky        77    
11/27/2023 Presbyterian            79 Elon                    82    
11/27/2023 Manhattan               61 Fordham                 93    
11/27/2023 UC Santa Barbara        69 Fresno St.              65    
11/27/2023 UMBC                    80 Hampton                 76    
11/27/2023 Utah Tech               73 Lindenwood              66    
11/27/2023 Loyola LA               54 Louisiana               78    
11/27/2023 York NE                 68 Nebraska Omaha         104    
11/27/2023 Northern Illinois       67 Northwestern            89    
11/27/2023 Saint Peter's           40 Rutgers                 71    
11/27/2023 Utah                    78 Saint Mary's            71    
11/27/2023 Point Loma Nazarene     51 San Diego St.           71    
11/27/2023 North Dakota St.        65 San Jose St.            78    
11/27/2023 Mount Marty             70 South Dakota St.        92    
11/27/2023 Houston Christian       64 TCU                    101    
11/27/2023 Eastern Washington      72 Washington St.          82    
11/27/2023 Navajo Tech             45 Weber St.              107    
11/27/2023 Western Illinois        49 Wisconsin               71    
11/27/2023 Oakland                 78 Xavier                  76    
11/28/2023 Clemson                 85 Alabama                 77    
11/28/2023 Jackson St.             75 Arkansas St.            71    
11/28/2023 Nicholls St.            70 Baylor                 108    
11/28/2023 South Carolina St.      78 Furman                  86    
11/28/2023 Mississippi St.         59 Georgia Tech            67    
11/28/2023 Cal St. Bakersfield     65 Gonzaga                 81    
11/28/2023 Cincinnati              86 Howard                  81 1  
11/28/2023 Southern Illinois       48 Indiana St.             77    
11/28/2023 Eastern Illinois        63 Kansas                  71    
11/28/2023 Oral Roberts            78 Kansas St.              88 1  
11/28/2023 Miami FL                73 Kentucky                95    
11/28/2023 Ball St.                64 Little Rock             90    
11/28/2023 Northwestern St.        70 Louisiana Monroe        74    
11/28/2023 Chicago St.             53 Loyola Chicago          62    
11/28/2023 Southern                56 Marquette               93    
11/28/2023 Rider                   76 Maryland               103    
11/28/2023 Spalding                43 Miami OH                82    
11/28/2023 Georgia Southern        55 Michigan St.            86    
11/28/2023 N.C. State              52 Mississippi             72    
11/28/2023 Southwest               49 New Mexico St.          84    
11/28/2023 William & Mary          62 Norfolk St.             96    
11/28/2023 Concordia MN            56 North Dakota            87    
11/28/2023 Idaho St.               62 Pepperdine              77    
11/28/2023 Missouri                71 Pittsburgh              64    
11/28/2023 Portland                74 Portland St.            75    
11/28/2023 Wagner                  52 Providence              86    
11/28/2023 Texas Southern          67 Purdue                  99    
11/28/2023 Utah St.                81 Saint Louis             76    
11/28/2023 Missouri Baptist        62 SIU Edwardsville        86    
11/28/2023 Notre Dame              53 South Carolina          65    
11/28/2023 Waldorf                 71 South Dakota            93    
11/28/2023 Southern New Orleans    55 Southeastern Louisiana 101    
11/28/2023 East West               49 Southern Indiana       107    
11/28/2023 LSU                     57 Syracuse                80    
11/28/2023 Western Carolina        69 Tennessee Tech          65    
11/28/2023 Charleston Southern     52 The Citadel             81    
11/28/2023 McNeese St.             81 UAB                     60    
11/28/2023 Akron                   70 UNLV                    72    
11/28/2023 UC San Diego            56 Washington              83    
11/28/2023 Bob Jones               49 Winthrop                90    
11/29/2023 Tennessee St.           83 Alabama A&M             85 1  
11/29/2023 Boston University       72 Albany                  86    
11/29/2023 East Tennessee St.      61 Appalachian St.         72    
